-32768,-32768,32767,-15137,464,706,219,398,
-32768,-32768,32767,-19057,1031,341,1196,1160,
-32768,-32768,32767,-23846,144,397,769,461,
-32768,-32768,32767,-19289,913,706,929,558,
-32768,-32768,32767,-20877,1269,1010,263,421,
-32768,-32768,32767,-17942,1291,1352,425,1541,
-32768,-32768,32767,-17762,2263,1478,-705,1315,
-32768,-32768,32767,-15698,3696,2354,-2814,1419,
-32768,-32768,32767,-15537,4100,2558,-3686,1101,
-32768,-32768,32767,-15240,4604,2502,-3481,1851,
-32768,-32768,32767,-14491,4614,2372,-3195,1455,
-32768,-32768,32767,-13901,5668,2032,-3447,2575,
-32768,-32768,32767,-14432,6123,1957,-3383,2075,
-32768,-32768,32767,-13142,5934,1801,-3948,1811,
-32768,-32768,32767,-13371,6223,1770,-4135,2281,
-32768,-32768,32767,-12710,7155,1926,-3631,1725,
-32768,-32768,32767,-12386,7745,1112,-5138,1755,
-32768,-32768,32767,-12405,7258,1317,-3820,2104,
-32768,-32768,32767,-11862,8947,1497,-4911,2194,
-32768,-32768,32767,-11736,8375,516,-4422,2146,
-32768,-32768,32767,-11441,8550,450,-4674,2286,
-32768,-32768,32767,-11411,9238,-14,-4625,1861,
-32768,-32768,32767,-11222,9713,-353,-4764,2780,
-32768,-32768,32767,-10877,9144,-846,-4429,2470,
-32768,-32768,32767,-10653,9782,-1120,-4554,2339,
-32768,-32768,32767,-10547,9682,-1533,-4888,2737,
-32768,-32768,32767,-10583,9908,-1772,-5038,2921,
-32768,-32768,32767,-10230,10192,-1531,-5346,2575,
-32768,-32768,32767,-10502,10919,-2559,-4982,3055,
-32768,-32768,32767,-9852,10395,-1716,-4962,2968,
-32768,-32768,32767,-9855,10622,-2210,-4643,2848,
-32768,-32768,32767,-9762,10250,-2541,-4794,3037,
-32768,-32768,32767,-9808,11219,-1934,-4030,2836,
-32768,-32768,32767,-10336,11442,-1961,-4330,3471,
-32768,-32768,32767,-9432,11139,-1964,-4054,2965,
-32768,-32768,32767,-9637,11473,-1362,-3499,3360,
-32768,-32768,32767,-9171,10018,-1241,-2801,3021,
-32768,-32768,32767,-9899,10638,-1714,-2750,3197,
-32768,-32768,32767,-9345,10723,-868,-2238,3128,
-32768,-32768,32767,-8847,10990,-816,-2096,3517,
-32768,-32768,32767,-9088,10444,-327,-1205,2996,
-30471,-32768,32767,-8983,10086,-908,-2033,3250,
-22223,-32768,32767,-8518,10299,-553,-681,3662,
-15384,-32768,32767,-8972,9925,-314,-58,2772,
-20148,-26662,32767,-8637,9305,369,-295,3018,
-21598,-17795,32767,-7906,9183,469,-324,3743,
-17925,-19479,32767,-8173,9198,991,384,3339,
-17918,-26072,32767,-8204,9043,802,858,4162,
-16446,-23810,32767,-7263,8769,1382,753,3750,
-16243,-23848,32767,-6736,8215,1458,1155,4208,
-13618,-23955,32767,-7198,7913,2209,1062,3458,
-14119,-22684,32767,-6390,7825,1941,1137,4240,
-12184,-22639,32767,-6755,7324,2798,850,3723,
-11613,-22579,32767,-6390,7282,2498,2226,4435,
-10429,-22214,32434,-5614,6747,3038,2871,4772,
-10192,-21928,27159,-5742,6725,3218,2261,4036,
-9142,-20983,19189,-5459,6581,3460,2859,4329,
-8451,-20246,17296,-5512,5955,4021,2665,3712,
-7429,-21252,21307,-4861,6378,3757,2969,4400,
-6657,-20370,18654,-4353,5250,4426,3267,4250,
-6412,-20068,17849,-4928,5495,5168,3330,4302,
-5626,-19086,16122,-4700,5337,5673,3844,3886,
-5196,-19438,14671,-3573,5398,5895,4819,4826,
-4678,-18486,13963,-3432,4383,5884,3872,4020,
-3525,-19029,12222,-2795,5373,6564,4098,3926,
-3621,-20176,11331,-3047,4590,7014,4843,4417,
-2818,-19244,9352,-2686,4181,7143,5040,4080,
-2131,-19238,9228,-2144,4265,6953,5319,4142,
-2129,-18702,7894,-2510,4238,7755,5238,3762,
-1355,-19408,7228,-1799,3892,7884,5220,4101,
-1188,-18083,6059,-1377,3506,8311,5032,4441,
-873,-19265,4943,-618,2838,8937,6038,3726,
-536,-19486,4045,-969,3081,8633,5911,4148,
-423,-19011,3668,66,2300,8973,5818,4162,
-786,-18549,3151,145,1947,9693,6237,3306,
-470,-19050,1378,682,1764,8861,6612,3999,
-300,-19855,659,1087,1412,9567,6403,3929,
-279,-20179,-634,1682,812,10887,7529,3584,
1,-20426,-193,1730,785,10164,7147,3934,
-208,-19581,-1585,2523,392,10534,7261,3267,
-620,-20277,-2472,2788,-36,12236,7609,3948,
-237,-20684,-3091,3512,-843,11914,7460,3928,
-621,-18196,-3732,3541,-998,12560,7562,3397,
114,-19177,-4292,4316,-1295,12987,8122,3204,
58,-18136,-4784,4199,-1758,12642,8080,2931,
-1050,-17420,-5740,4728,-2801,14296,8782,3000,
-387,-17760,-7421,5648,-2776,13756,8389,2827,
-1104,-17341,-6672,6049,-3886,14953,8695,3035,
-617,-15948,-6922,5881,-4574,15517,9081,2741,
-904,-15132,-7443,5939,-4103,14957,8974,2669,
-1348,-14759,-8346,6470,-5483,17047,9263,2585,
-1119,-13781,-8093,6728,-5535,15872,9107,1687,
-1278,-13747,-8620,6820,-5660,16405,9207,2544,
-1690,-13014,-7345,6716,-6719,16789,9787,2057,
-1937,-12485,-8552,7436,-6871,16616,9975,1715,
-1770,-11842,-8059,7364,-6625,16365,9556,1799,
-2779,-11945,-9879,8669,-8617,18185,10937,1481,
-2820,-10951,-8063,7449,-7384,17188,10147,1660,
-3113,-11003,-7645,8239,-7735,17821,9883,1145,
-3811,-9751,-7724,8530,-8924,18827,10792,858,
-3042,-9868,-7389,7991,-8727,18316,10024,1173,
-3320,-8869,-7827,9037,-9240,18924,10364,1061,
-3653,-9031,-8095,8184,-9769,18892,10466,774,
-3748,-7336,-8521,9379,-9569,18304,9804,897,
-3584,-7806,-7110,8741,-10059,18170,9873,377,
-3370,-6901,-7650,8327,-11215,19304,10004,424,
-3427,-6369,-7298,8989,-10571,18225,8764,52,
-3698,-6321,-7654,9521,-11288,18721,9392,-32,
-4044,-4732,-7659,9100,-12172,19145,8405,-313,
-3652,-4961,-7739,9546,-11636,18318,7210,52,
-3248,-4792,-8239,9549,-11856,17977,7578,-228,
-3616,-3551,-8603,9506,-12429,18008,6788,-229,
-3228,-3484,-8010,9801,-12063,17273,6233,-309,
-2865,-1970,-8112,9435,-12620,16981,5864,-401,
-2413,-1537,-8569,9349,-13602,17852,4984,-539,
-2140,-1314,-8223,10094,-12519,16107,4456,-481,
-1539,-1499,-7719,9289,-12933,16714,4057,-708,
-903,-151,-8663,10000,-12884,16150,3060,-519,
-1379,379,-8416,9574,-12495,15878,2806,-265,
-1052,647,-7881,9515,-12493,14625,1800,-596,
427,1464,-8487,10064,-11186,14008,1668,-946,
393,2607,-8180,10257,-11666,13850,673,-324,
624,3328,-8416,9865,-11399,12776,168,-533,
361,3381,-7186,9347,-9961,11888,-262,-207,
746,3802,-7364,9883,-9567,11144,-936,-362,
1028,4879,-6963,9369,-8817,10446,-2063,-691,
1428,5507,-7144,9778,-8910,9551,-2025,59,
1651,5248,-5856,9472,-8237,8765,-3137,-157,
2130,7141,-6410,10062,-7323,8366,-4059,628,
2056,7345,-6038,9207,-6560,7693,-4014,113,
1851,6836,-5401,9406,-5983,6706,-4524,311,
2128,7189,-5262,10413,-5378,5691,-5500,260,
2148,7267,-4598,9463,-4147,5043,-5789,1096,
2145,7134,-4661,9514,-3851,4811,-7274,1032,
2688,8334,-4825,9910,-3148,4355,-7105,1104,
2427,8185,-4745,10275,-2286,3559,-7380,1347,
2697,8518,-5016,9763,-1264,2205,-8941,1192,
2784,9392,-4864,10552,-906,2002,-8786,1173,
2712,9075,-4459,9635,822,1246,-9435,1894,
2996,8644,-5095,10259,1477,191,-10381,2225,
3257,9867,-5359,10543,2020,537,-10390,1656,
2642,9018,-5747,10072,2668,-921,-10791,1905,
2674,9417,-5758,10423,3983,-1562,-11456,2022,
3787,10312,-5399,10449,4647,-1878,-12772,2103,
3170,9747,-6593,10521,4800,-2709,-12360,2506,
2695,9586,-5812,10413,6618,-3370,-13025,2565,
2857,10179,-5556,10563,7434,-3438,-13600,2689,
2679,10713,-6669,10276,7617,-4239,-14101,2896,
2252,10515,-5904,10535,7568,-4714,-13806,2839,
3051,11747,-6119,10741,8510,-5122,-14144,3124,
2388,10878,-5789,10362,10223,-6862,-14827,2996,
2568,10838,-5504,10221,10739,-6292,-14494,2919,
1772,10905,-5160,10233,11089,-7141,-14447,3052,
1809,11172,-4792,9514,11933,-7320,-14751,3823,
980,11506,-4903,9709,11803,-7505,-15032,3588,
1017,10717,-4021,9885,13184,-8051,-14986,3953,
581,10968,-3471,9770,14123,-8543,-15154,4536,
182,11531,-2820,9923,14458,-8198,-16382,4204,
-341,10703,-2953,9615,15233,-8434,-16152,4447,
-743,11595,-2554,9335,14924,-8059,-16218,4108,
-596,10929,-2103,9007,16203,-8948,-16671,5273,
-1155,10799,-1252,8841,16741,-8137,-17065,5068,
-1907,12311,-325,9402,17878,-8262,-18666,5060,
-1813,11383,31,9055,17355,-7860,-18110,4909,
-1599,13091,476,8173,18516,-8170,-18747,5373,
-3229,13052,1382,8251,17618,-7927,-17834,5148,
-3110,12817,2461,8223,17931,-7836,-18741,5600,
-3505,13660,3378,8006,19670,-8213,-19600,5952,
-4025,13758,4222,7357,19754,-8198,-19825,6499,
-3347,13745,4008,7307,19778,-8798,-19983,5890,
-4775,14878,5419,7153,20145,-7996,-20383,5435,
-4592,15186,6344,6419,20552,-7987,-20950,6081,
-4531,15918,6728,6705,19275,-8086,-19187,6363,
-5206,15573,7465,6108,21049,-8390,-21222,6106,
-5455,16274,8097,5859,20894,-8738,-21304,6679,
-4938,16645,9277,5689,20265,-8288,-20516,6129,
-5810,18094,9568,4933,20719,-8763,-21445,6622,
-6121,17330,10423,5227,20573,-9009,-21511,6278,
-5853,17518,10718,5057,20775,-8278,-21158,6358,
-6420,17736,10903,4016,21357,-8661,-20979,6588,
-6104,17260,12029,4253,21324,-9445,-21304,6834,
-6082,16287,12393,3963,20886,-9297,-20604,6380,
-6505,17388,13703,3969,21039,-9515,-20909,6394,
-6720,16979,13032,2459,22104,-10426,-21241,6935,
-6574,17083,14218,3182,22169,-9352,-21356,6367,
-6774,15496,14551,2967,21643,-9120,-20207,6305,
-6757,15378,13916,2808,21892,-10040,-20568,6515,
-6142,14757,15087,2795,22579,-8709,-19571,6790,
-6457,14412,14021,2528,23610,-9654,-20648,6370,
-5572,13999,14154,2638,23363,-10376,-19838,6717,
-5880,13951,13911,2683,23353,-8757,-19657,6302,
-5859,12533,13770,2514,23216,-9874,-19085,6464,
-5748,12479,12886,2340,23844,-9733,-18448,6266,
-5593,12125,12480,3045,23967,-10263,-18098,6482,
-5520,10712,11981,2649,23323,-10048,-18302,6528,
-4992,10904,11202,2843,24367,-8906,-18307,5986,
-4813,10375,10419,3146,22857,-8961,-16988,6836,
-4632,9174,9770,3134,23464,-8898,-17169,6762,
-5049,8813,8616,3849,22699,-8186,-17085,6441,
-4647,8411,8116,3747,22774,-7829,-16399,7177,
-4388,8199,7067,3985,23348,-7652,-16452,6597,
-4949,6655,6024,4507,22565,-6747,-15632,7459,
-3968,5964,4541,4480,21106,-6454,-14812,7078,
-3585,4641,4215,4980,21432,-5037,-14584,7285,
-3740,4236,3172,5447,21295,-4954,-14897,7458,
-3699,3647,2463,5423,20319,-3665,-13895,7738,
-2834,2591,923,6457,19914,-2893,-13810,7519,
-2572,2679,555,6360,19245,-2461,-13252,7943,
-1650,1607,-1427,6288,18573,-2150,-12520,7565,
-1434,690,-2086,7352,17938,-623,-11705,7007,
-1723,238,-1580,7611,17161,-51,-11414,7775,
-523,-403,-2665,7347,16338,-405,-10338,7580,
180,-642,-4449,7516,15918,959,-10268,8217,
1012,-1837,-4512,8071,15096,1993,-8760,7576,
1593,-1295,-5452,8364,13880,2003,-8705,7480,
2540,-1814,-5829,8114,13165,2491,-7910,7167,
3156,-2711,-6995,8545,13036,3820,-8292,8021,
4075,-3207,-7181,8934,11992,4156,-7068,7567,
4634,-3058,-8676,8117,11087,5668,-7006,7524,
4704,-3605,-8124,9048,9822,5735,-6627,7909,
6146,-4247,-9800,9223,9484,6350,-6070,7276,
5741,-4592,-8772,9190,8002,7755,-5428,8157,
